home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Ceará SC,Red Bull Bragantino,0,1,30 de abril de 2022 16:30,Castelão,23.211,Ramon Abatti,"[{""player"": ""Rodrigo Oliveira Lindoso"", ""minute"": ""7'""}]",[],[],"[{""player"": ""Ramon Ramos Lima"", ""minute"": ""40'""}, {""player"": ""Aderlan de Lima Silva"", ""minute"": ""45+3'""}, {""player"": ""Cleiton Schwengber"", ""minute"": ""75'""}, {""player"": ""Eric dos Santos Rodrigues"", ""minute"": ""76'""}, {""player"": ""H\u00e9lio J\u00fanio Nunes de Castro"", ""minute"": ""89'""}, {""player"": ""Maur\u00edcio Barbieri"", ""minute"": ""90+1'""}]","[{""player"": ""Ramon Ramos Lima"", ""minute"": ""90+4'""}]","[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2zbp6o5j9hy68k4duckt9h990
América FC (Minas Gerais),Club Athletico Paranaense,1,0,30 de abril de 2022 16:30,Estádio Raimundo Sampaio,2.433,Jefferson Ferreira de Moraes,"[{""player"": ""Jailson Marcelino dos Santos"", ""minute"": ""52'""}]",[],"[{""player"": ""Juan Pablo Ram\u00edrez Vel\u00e1squez"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}]",[],[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2ypf6mwwu7o7p7np1m8lrws9g
Avai FC,Goiás EC,3,2,25 de abril de 2022 20:00,Ressacada,5.883,Antonio Dib Moraes de Sousa,"[{""player"": ""Douglas Alan Schuck Friedrich"", ""minute"": ""59'""}, {""player"": ""Bruno Cort\u00eas Barbosa"", ""minute"": ""67'""}, {""player"": ""Lucas de Souza Ventura"", ""minute"": ""86'""}, {""player"": ""Luiz Guilherme da Concei\u00e7\u00e3o Silva"", ""minute"": ""90+2'""}, {""player"": ""Lucas Baptista F\u00e9lix"", ""minute"": ""90+3'""}]","[{""player"": ""Andrew Erick Feitosa"", ""minute"": ""26'""}]","[{""player"": ""Andrew Erick Feitosa"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Guilherme Bissoli Campos"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luiz Guilherme da Concei\u00e7\u00e3o Silva"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Magno Jos\u00e9 da Silva"", ""minute"": ""11'""}, {""player"": ""Fellipe Ramos Ignez Bastos"", ""minute"": ""18'""}, {""player"": ""Matheus de Sales Cabral"", ""minute"": ""48'""}, {""player"": ""Luan Madson Gede\u00e3o de Paiva"", ""minute"": ""86'""}, {""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}, {""player"": ""\u00c9lvis Vieira Ara\u00fajo"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2yj0d91admredacrb3jw5ij2s
Atlético Goianiense,Botafogo FR,1,1,24 de abril de 2022 18:30,Estádio Antônio Accioly,4.427,Luiz Flávio de Oliveira,"[{""player"": ""Edson Felipe da Cruz"", ""minute"": ""29'""}, {""player"": ""Gabriel Baralhas dos Santos"", ""minute"": ""54'""}]",[],"[{""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Philipe Sampaio Azevedo"", ""minute"": ""88'""}]",[],"[{""player"": ""Leandro Barcia Montero"", ""minute"": ""90+6'"", ""cont"": 1, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2yftkaisk1l7zasktaobiem8k
EC Juventude,Cuiabá EC,0,1,24 de abril de 2022 18:00,Alfredo Jaconi,3.920,Paulo Roberto Alves Júnior,"[{""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""66'""}, {""player"": ""Vitor Mendes Alves"", ""minute"": ""82'""}]",[],[],"[{""player"": ""Marllon Gon\u00e7alves Jer\u00f4nimo Borges"", ""minute"": ""33'""}, {""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""72'""}, {""player"": ""Jo\u00e3o Lucas de Almeida Carvalho"", ""minute"": ""85'""}, {""player"": ""Alesson dos Santos Batista"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Vitor Mendes Alves"", ""minute"": ""82'""}]",[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2y9devpm8wdv7xuton1qrvcwk
Santos FC Sao Paulo,América FC (Minas Gerais),3,0,24 de abril de 2022 16:00,Vila Belmiro,10.374,Wilton Pereira Sampaio,"[{""player"": ""Rodrigo Fern\u00e1ndez Cedr\u00e9s"", ""minute"": ""49'""}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""56'""}]",[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""29'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vinicius Nelson de Souza Zanocelo"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vinicius Nelson de Souza Zanocelo"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2y62ktwyt97v2l0fam8910j6c
Clube Atlético Mineiro,Coritiba FBC,2,2,23 de abril de 2022 21:00,Estádio Raimundo Sampaio,19.974,Sávio Pereira Sampaio,"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""67'""}, {""player"": ""Guilherme Antonio Arana Lopes"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Jefferson David Savarino Quintero"", ""minute"": ""23'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jefferson David Savarino Quintero"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gustavo Eliseo Mor\u00ednigo V\u00e1zquez"", ""minute"": ""69'""}, {""player"": ""Adri\u00e1n Emmanuel Mart\u00ednez"", ""minute"": ""84'""}]",[],"[{""player"": ""Igor Guilherme Barbosa da Paix\u00e3o"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Adri\u00e1n Emmanuel Mart\u00ednez"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xtcgsukuafkbn2tw7gq71ct0
SE Palmeiras,SC Corinthians Paulista,3,0,23 de abril de 2022 19:00,Arena Barueri,23.973,Anderson Daronco,"[{""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""50'""}]",[],"[{""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Ronielson da Silva Barbosa"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Eduardo Pereira Rodrigues"", ""minute"": ""71'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Maycon de Andrade Barberan"", ""minute"": ""27'""}, {""player"": ""Lucas Piton Crivellaro"", ""minute"": ""79'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2y2x0pbsy5b68jw2tt8oymuj8
Fluminense FC,SC Internacional,0,1,23 de abril de 2022 19:00,Estádio Jornalista Mário Filho (Maracanã),16.176,Braulio da Silva Machado,"[{""player"": ""David Braz de Oliveira Filho"", ""minute"": ""43'""}, {""player"": ""Luccas Claro dos Santos"", ""minute"": ""60'""}, {""player"": ""Frederico Chaves Guedes"", ""minute"": ""87'""}, {""player"": ""Lucas Felipe Calegari"", ""minute"": ""90+2'""}, {""player"": ""Abel Braga"", ""minute"": ""90+2'""}, {""player"": ""Jhon Adolfo Arias Andrade"", ""minute"": ""90+5'""}]",[],[],"[{""player"": ""David Corr\u00eaa da Fonseca"", ""minute"": ""65'""}, {""player"": ""Daniel de Sousa Britto"", ""minute"": ""90+1'""}, {""player"": ""Rodrigo Dourado Cunha"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Alexandre Zurawski"", ""minute"": ""54'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xwexvqygg3vaq3phu1lf39jo
Red Bull Bragantino,São Paulo FC,1,1,23 de abril de 2022 16:30,Nabizão,8.040,Bruno Arleu de Araújo,"[{""player"": ""Leonardo Javier Realpe Monta\u00f1o"", ""minute"": ""56'""}, {""player"": ""Aderlan de Lima Silva"", ""minute"": ""58'""}, {""player"": ""Hyoran Kau\u00ea Dalmoro"", ""minute"": ""79'""}, {""player"": ""Carlos Eduardo Ferreira de Souza"", ""minute"": ""87'""}, {""player"": ""Ramon Ramos Lima"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Alerrandro Barra Mansa Realino de Souza"", ""minute"": ""1'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Diego Henrique Costa Barbosa"", ""minute"": ""57'""}, {""player"": ""\u00c9der Citadin Martins"", ""minute"": ""89'""}, {""player"": ""Rog\u00e9rio Ceni"", ""minute"": ""90'""}]","[{""player"": ""Rog\u00e9rio Ceni"", ""minute"": ""90+1'""}]","[{""player"": ""\u00c9der Citadin Martins"", ""minute"": ""70'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xzmez3p00sci9k00bq3cdy50
Club Athletico Paranaense,CR Flamengo,1,0,23 de abril de 2022 16:30,Arena da Baixada,22.659,Raphael Claus,"[{""player"": ""Matheus Felipe Santos Nascimento"", ""minute"": ""41'""}, {""player"": ""Luis Manuel Orejuela Garc\u00eda"", ""minute"": ""49'""}, {""player"": ""Christian Roberto Alves Cardoso"", ""minute"": ""85'""}, {""player"": ""Lucas Halter"", ""minute"": ""87'""}]",[],"[{""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""32'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Pablo Nascimento Castro"", ""minute"": ""55'""}, {""player"": ""M\u00e1rio S\u00e9rgio Santos Costa"", ""minute"": ""70'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2ymbe3zqzosu01xzxp3at2djo
CR Flamengo,SE Palmeiras,0,0,20 de abril de 2022 19:30,Estádio Jornalista Mário Filho (Maracanã),69.997,Wilton Pereira Sampaio,"[{""player"": ""Jo\u00e3o Victor Gomes da Silva"", ""minute"": ""43'""}, {""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""45+4'""}, {""player"": ""Thiago Maia Alencar"", ""minute"": ""70'""}]",[],[],"[{""player"": ""Murilo Cerqueira Paim"", ""minute"": ""17'""}, {""player"": ""Ronielson da Silva Barbosa"", ""minute"": ""45'""}, {""player"": ""Jos\u00e9 Rafael Vivian"", ""minute"": ""71'""}, {""player"": ""Marcos Luis Rocha Aquino"", ""minute"": ""75'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2ysngll8xroc4knt32ok4zqqc
Ceará SC,Botafogo FR,1,3,17 de abril de 2022 19:00,Castelão,33.734,Raphael Claus,"[{""player"": ""Bruno de Jesus Pacheco"", ""minute"": ""75'""}]","[{""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""90+4'""}]","[{""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Chayene Medeiros Oliveira Santos"", ""minute"": ""46'""}, {""player"": ""Diego Terra Loureiro"", ""minute"": ""69'""}, {""player"": ""Renzo Saravia"", ""minute"": ""90+3'""}, {""player"": ""Kayque Luiz Pereira"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Jo\u00e3o Victor Santos S\u00e1"", ""minute"": ""18'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Erison Danilo de Souza"", ""minute"": ""60'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Erison Danilo de Souza"", ""minute"": ""80'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xer81cud84tby3wme9g1yvpw
SC Internacional,Fortaleza EC,2,1,17 de abril de 2022 18:00,Beira-Rio,31.783,Flavio Rodrigues De Souza,"[{""player"": ""Gabriel Iv\u00e1n Mercado"", ""minute"": ""22'""}, {""player"": ""Jo\u00e3o Lucas de Souza Cardoso"", ""minute"": ""45+4'""}, {""player"": ""Andr\u00e9s Nicol\u00e1s D'Alessandro"", ""minute"": ""52'""}, {""player"": ""Gabriel Boschilia"", ""minute"": ""82'""}, {""player"": ""Alexandre Zurawski"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Andr\u00e9s Nicol\u00e1s D'Alessandro"", ""minute"": ""45+7'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Alexandre Zurawski"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""7'""}, {""player"": ""Silvio Ezequiel Romero"", ""minute"": ""87'""}, {""player"": ""Luis Ant\u00f4nio Ferreira Rodrigues"", ""minute"": ""90+1'""}, {""player"": ""Matheus Isa\u00edas dos Santos"", ""minute"": ""90+1'""}, {""player"": ""Cristian Chagas Tarouco"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""45+6'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xbkv6kfl7dhp4eiio2m942dw
Red Bull Bragantino,Atlético Goianiense,4,0,17 de abril de 2022 18:00,Nabizão,2.351,Paulo Roberto Alves Júnior,"[{""player"": ""Luan C\u00e2ndido de Almeida"", ""minute"": ""45+1'""}]",[],"[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Natan Bernardo de Souza"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marcos Vinicios Lopes Moura"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Leonardo Rech Ortiz"", ""minute"": ""59'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Edson Felipe da Cruz"", ""minute"": ""31'""}, {""player"": ""Jorge de Moura Xavier"", ""minute"": ""33'""}, {""player"": ""Rickson Barbosa S\u00e1 da Concei\u00e7\u00e3o"", ""minute"": ""45+2'""}, {""player"": ""Luis Eduardo Marques dos Santos"", ""minute"": ""83'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2x2ahh45ms93uwug566zmszro
Club Athletico Paranaense,Clube Atlético Mineiro,0,1,17 de abril de 2022 18:00,Arena da Baixada,17.305,Wilton Pereira Sampaio,"[{""player"": ""Pablo Felipe Teixeira"", ""minute"": ""73'""}, {""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""80'""}]",[],[],"[{""player"": ""Ignacio Mart\u00edn Fern\u00e1ndez"", ""minute"": ""78'""}, {""player"": ""Ademir da Silva Santos J\u00fanior"", ""minute"": ""80'""}, {""player"": ""Nathanael Ananias da Silva"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Federico Mat\u00edas Zaracho"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xq2l0ji9bc87vesj4l31mck4
CR Flamengo,São Paulo FC,3,1,17 de abril de 2022 16:00,Estádio Jornalista Mário Filho (Maracanã),54.686,Anderson Daronco,"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""16'""}, {""player"": ""Jo\u00e3o Victor Gomes da Silva"", ""minute"": ""45'""}]",[],"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""25'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Mauricio An\u00edbal Isla Isla"", ""minute"": ""69'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Giorgian Daniel de Arrascaeta Benedetti"", ""minute"": ""72'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""M\u00e1rcio Rafael Ferreira de Souza"", ""minute"": ""17'""}, {""player"": ""Pablo Gon\u00e7alves Maia Fortunato"", ""minute"": ""24'""}, {""player"": ""Diego Henrique Costa Barbosa"", ""minute"": ""36'""}, {""player"": ""Andr\u00e9 Anderson Pomilio Lima da Silva Costa"", ""minute"": ""76'""}, {""player"": ""Reinaldo Manoel da Silva"", ""minute"": ""80'""}, {""player"": ""Leonardo Pinheiro da Concei\u00e7\u00e3o"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Jonathan Calleri"", ""minute"": ""41'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2wz5imb63elcy0odeolly9b10
Santos FC Sao Paulo,Coritiba FBC,2,1,17 de abril de 2022 11:00,Vila Belmiro,13.051,Wagner do Nascimento Magalhaes,"[{""player"": ""Eduardo Gabriel dos Santos Bauermann"", ""minute"": ""56'""}, {""player"": ""Madson Ferreira dos Santos"", ""minute"": ""61'""}]",[],"[{""player"": ""Leonardo Micali Carrilho Baptist\u00e3o"", ""minute"": ""12'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Henrique Adriano Buss"", ""minute"": ""32'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""22'""}, {""player"": ""Guillermo Gabriel de los Santos Viana"", ""minute"": ""51'""}, {""player"": ""Andrey Ramos do Nascimento"", ""minute"": ""62'""}, {""player"": ""Igor Guilherme Barbosa da Paix\u00e3o"", ""minute"": ""90'""}]",[],"[{""player"": ""Leonardo Gamalho de Souza"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2x8ivztw2w83qae09bti7shec
Cuiabá EC,Fluminense FC,0,1,16 de abril de 2022 21:00,Arena Pantanal,10.791,Sávio Pereira Sampaio,"[{""player"": ""Andr\u00e9 Felipe Ribeiro de Souza"", ""minute"": ""39'""}, {""player"": ""Igor Aquino da Silva"", ""minute"": ""77'""}]",[],[],"[{""player"": ""Marc\u00edlio Flor\u00eancio Mota Filho"", ""minute"": ""35'""}]",[],"[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""90+2'"", ""cont"": 1, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xmot2h49zystny24nvb5ur6c
SC Corinthians Paulista,Avai FC,3,0,16 de abril de 2022 19:00,Neo Química Arena,30.335,Bruno Arleu de Araújo,"[{""player"": ""Roni Medeiros de Moura"", ""minute"": ""70'""}]",[],"[{""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""9'"", ""cont"": 0, ""penal"": 0}, {""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""25'"", ""cont"": 0, ""penal"": 0}, {""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Bruno C\u00e9sar Pereira da Silva"", ""minute"": ""48'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2x5cblujv70vho1054z5fkzys
América FC (Minas Gerais),EC Juventude,4,1,16 de abril de 2022 19:00,Estádio Raimundo Sampaio,1.577,Ramon Abatti,"[{""player"": ""Patric Cabral Lalau"", ""minute"": ""12'""}, {""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""61'""}, {""player"": ""Juan Pablo Ram\u00edrez Vel\u00e1squez"", ""minute"": ""86'""}]",[],"[{""player"": ""Iago Justen Maidana Martins"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Felipe Azevedo dos Santos"", ""minute"": ""25'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Iago Justen Maidana Martins"", ""minute"": ""65'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Gabriel Pereira Lopes"", ""minute"": ""89'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Paulo Roberto Moccelin"", ""minute"": ""39'""}]","[{""player"": ""R\u00f4mulo Zanre Zwarg"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2wvxxpbztuyp0mriciz3vrml0
Goiás EC,SE Palmeiras,1,1,16 de abril de 2022 16:30,Estádio Hailé Pinheiro (Serrinha),12.864,Braulio da Silva Machado,"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""49'""}, {""player"": ""Ada\u00edlson Freire Pereira da Silva"", ""minute"": ""60'""}, {""player"": ""Fellipe Ramos Ignez Bastos"", ""minute"": ""85'""}, {""player"": ""Danilo Carvalho Barcelos"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Ronielson da Silva Barbosa"", ""minute"": ""90+6'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2xhv12ewzg9g0bqriaxqrg9as
EC Juventude,Red Bull Bragantino,2,2,11 de abril de 2022 20:00,Alfredo Jaconi,3.300,Rodolpho Toski Marques,"[{""player"": ""Jonathan Doin"", ""minute"": ""9'""}, {""player"": ""William Matheus da Silva"", ""minute"": ""27'""}, {""player"": ""Eduardo Baptista"", ""minute"": ""28'""}, {""player"": ""Yuri Oliveira Lima"", ""minute"": ""45+1'""}, {""player"": ""Rafael Forster"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Renan Victor da Silva"", ""minute"": ""30'"", ""cont"": 1, ""penal"": 0}, {""player"": ""\u00d3scar Ram\u00f3n Ruiz Roa"", ""minute"": ""69'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Miguel Silveira dos Santos"", ""minute"": ""19'""}, {""player"": ""Leonardo Javier Realpe Monta\u00f1o"", ""minute"": ""44'""}, {""player"": ""Jadsom Meemyas de Oliveira da Silva"", ""minute"": ""53'""}, {""player"": ""Cleiton Schwengber"", ""minute"": ""57'""}, {""player"": ""Alerrandro Barra Mansa Realino de Souza"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Miguel Silveira dos Santos"", ""minute"": ""12'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Thalisson Kelven da Silva"", ""minute"": ""89'"", ""cont"": 1, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2wbxze7lyv9dhkxmuiy88z3tg
São Paulo FC,Club Athletico Paranaense,4,0,10 de abril de 2022 19:00,Morumbi,20.606,Wagner do Nascimento Magalhaes,"[{""player"": ""Alisson Euler de Freitas Castro"", ""minute"": ""23'""}]",[],"[{""player"": ""Jonathan Calleri"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jonathan Calleri"", ""minute"": ""52'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jonathan Calleri"", ""minute"": ""70'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""74'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pedro Henrique Ribeiro Gon\u00e7alves"", ""minute"": ""50'""}, {""player"": ""Vitor Frezarin Bueno"", ""minute"": ""57'""}, {""player"": ""Christian Roberto Alves Cardoso"", ""minute"": ""82'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/2vzat1qfkyyzcy67mhqphxzbo
